SEX,EDUCATION,MARRIAGE,AGE_RANGES,STATUS_PGTO_SEPTEMBER
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Adulto,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou totalmente
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou totalmente
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Casado,Adulto,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou totalmente
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Pagou totalmente
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Abriu conta no mês
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Abriu conta no mês
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Casado,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Meia-idade,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Em atraso
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Abriu conta no mês
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Pagou totalmente
Homem,Graduação,Casado,Adulto,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou totalmente
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou totalmente
Homem,Pós-graduação,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Abriu conta no mês
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Pagou totalmente
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Meia-idade,Abriu conta no mês
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Adulto,Em atraso
Homem,Pós-graduação,Casado,Adulto,Em atraso
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Meia-idade,Pagou totalmente
Homem,Pós-graduação,Casado,Adulto,Em atraso
Homem,Graduação,Solteiro,Meia-idade,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Abriu conta no mês
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou totalmente
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Ensino Médio,Solteiro,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Ensino Médio,Casado,Adulto,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Pós-graduação,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Adulto,Em atraso
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Meia-idade,Pagou totalmente
Homem,Pós-graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Pós-graduação,Casado,Adulto,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Pós-graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Abriu conta no mês
Homem,Pós-graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Pagou totalmente
Homem,Ensino Médio,Casado,Meia-idade,Pagou totalmente
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Abriu conta no mês
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Pós-graduação,Casado,Adulto,Abriu conta no mês
Homem,Ensino Médio,Solteiro,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Abriu conta no mês
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Em atraso
Homem,Graduação,Casado,Adulto,Pagou totalmente
Homem,Pós-graduação,Casado,Adulto,Em atraso
Homem,Pós-graduação,Casado,Adulto,Abriu conta no mês
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Em atraso
Homem,Pós-graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Abriu conta no mês
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Adulto,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou totalmente
Homem,Ensino Médio,Solteiro,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou totalmente
Homem,Pós-graduação,Casado,Adulto,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Abriu conta no mês
Homem,Pós-graduação,Casado,Meia-idade,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Pagou totalmente
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou totalmente
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Adulto,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou totalmente
Homem,Graduação,Solteiro,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Solteiro,Meia-idade,Em atraso
Homem,Pós-graduação,Solteiro,Adulto,Abriu conta no mês
Homem,Ensino Médio,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Abriu conta no mês
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou totalmente
Homem,Ensino Médio,Solteiro,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Abriu conta no mês
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Terceira idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Solteiro,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou totalmente
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Terceira idade,Pagou totalmente
Homem,Pós-graduação,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Solteiro,Meia-idade,Abriu conta no mês
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Abriu conta no mês
Homem,Graduação,Casado,Meia-idade,Pagou totalmente
Homem,Ensino Médio,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou totalmente
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou totalmente
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Em atraso
Homem,Graduação,Casado,Meia-idade,Em atraso
Homem,Pós-graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Em atraso
Homem,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Graduação,Solteiro,Meia-idade,Pagou o mínimo
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Pós-graduação,Casado,Meia-idade,Pagou totalmente
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Casado,Meia-idade,Pagou totalmente
Homem,Pós-graduação,Casado,Terceira idade,Abriu conta no mês
Mulher,Ensino Médio,Casado,Adulto,Pagou o mínimo
Homem,Graduação,Casado,Terceira idade,Pagou totalmente
Homem,Graduação,Casado,Meia-idade,Pagou o mínimo
Homem,Ensino Médio,Solteiro,Meia-idade,Abriu conta no mês
Mulher,Ensino Médio,Casado,Adulto,Em atraso
Mulher,Graduação,Casado,Meia-idade,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Adulto,Em atraso
Mulher,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Mulher,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Mulher,Ensino Médio,Solteiro,Adulto,Em atraso
Mulher,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Mulher,Graduação,Casado,Adulto,Pagou o mínimo
Mulher,Graduação,Casado,Meia-idade,Pagou totalmente
Mulher,Graduação,Casado,Adulto,Pagou totalmente
Mulher,Pós-graduação,Casado,Adulto,Abriu conta no mês
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou totalmente
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Casado,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Casado,Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Abriu conta no mês
Mulher,Graduação,Casado,Adulto,Pagou o mínimo
Mulher,Graduação,Casado,Adulto,Em atraso
Mulher,Graduação,Solteiro,Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Adulto,Pagou totalmente
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Abriu conta no mês
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Adulto,Em atraso
Mulher,Pós-graduação,Solteiro,Adulto,Pagou o mínimo
Mulher,Ensino Médio,Casado,Meia-idade,Pagou o mínimo
Mulher,Pós-graduação,Casado,Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Casado,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Casado,Jovem Adulto,Pagou totalmente
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Ensino Médio,Solteiro,Jovem Adulto,Pagou totalmente
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Abriu conta no mês
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou totalmente
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou totalmente
Mulher,Graduação,Solteiro,Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou totalmente
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Ensino Médio,Casado,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Abriu conta no mês
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Casado,Adulto,Em atraso
Mulher,Ensino Médio,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Ensino Médio,Casado,Jovem Adulto,Pagou o mínimo
Mulher,Ensino Médio,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Abriu conta no mês
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou totalmente
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Em atraso
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Pós-graduação,Solteiro,Jovem Adulto,Abriu conta no mês
Mulher,Graduação,Casado,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Adulto,Pagou totalmente
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
Mulher,Graduação,Solteiro,Jovem Adulto,Pagou o mínimo
